tweet_id,text,created_at,author_id
1836767305201570267,@KeriLeigh2211 @cb_doge Sweetheart 42% of Louisiana Republicans still believe that Barack Obama was responsible for the horrific response to her hurricane Katrina even though he wasn’t elected until four years later after Bush crashed the economy in 2008 October https://t.co/Pfk2Q2Dp9g,,
1836767283341082802,"@Carolilgirl I mean I got a hurricane going on in my pants.  So, there's that.",,
1836767268585255195,"This Cuisinart blender is perfect for easy, homemade smoothies and juices on the go 🥤  https://t.co/GjXEKtrO1A",,
1836767262285381905,@Brasilmagic How is our very important strategic oil reserves levels doing? Are we stocked for an emergency? Or are they depleted so this administration can lower prices before an election! God help us if we get a cat 5 hurricane to hit the gulf coast!,,
1836767257005027532,ABC News: Puerto Rico's infrastructure still recovering from Hurricane Maria seven years after the Category 4 storm devastated the island https://t.co/ulFFSg4gP6 #abcnews,,
1836767160045125880,"@Quincun36705461 @QprEver Have you never heard of Johnson, Truss or Sunak. 
Now there's a hurricane of disaster. And you are complaining that Starmer is having to take unpopular measures to clear up their disastrous mismanagement.🤡",,
1836767147311182105,"@benshapiro Also wouldn't  hurt to add a younger demographic @mattwalsh @FoxNews @tuckercarlson @andrewklaven 
All she has is a cellphone &amp; she's still a hurricane. https://t.co/f0dWlsvn6e",,
1836767086154231988,"@CaptFan75 @MelissaF1711 @Hurricane_Stacy @Littleelvis40 @RockTheseTweets @warsap7797956 @RickTompkins @LesliePLynn @Br33zE74 @BerserkerBill @ItsMeHGB @miracles222 @cubfan_23 @MusicIsLife_74 @TonesDrop @pianoma51 @CateDailyBoom @fredstone_flint Blessings to you, Elton! https://t.co/Zi0DuWx1xg",,
1836767020215390524,@hurricane_ros Quick dip,,
1836766953542697396,@CatchUpFeed Their joy is equivalent to the eye of a hurricane...,,
1836766925088493729,@dangerousdrocks Love your show bro. Listen all the time in my Data Center. Keeps me going. I was also just thinking about Hurricane lol. How about some Burnin Bridges 🤙🏻,,
1836766645811077596,@aanaaxo if those poles remember communism they generally are NOT usa citizens. their opinion is a fart in a hurricane.,,
1836766620636643446,"HIIII so this is kinda a desperate plea and also a long shot, buttttt if anybody at barrier for the vamps Glasgow n1 has any videos of wild heart, dangerous or hurricane where the photographers are visible, PLSSS send it to me! 🥺",,
1836766595630166226,Hurricane wisdom - Honestly 🔥🔥🔥,,
1836766526763856079,@wizecrax Resistant to hurricane windzz,,
1836766427782746200,"@KISSopolis Hey, hey, hey, yeah!
Hey, hey, hey, yeah!
Hey, hey, hey, yeah!
Hey, hey, hey, yeah!

Stand up, you don't have to be afraid
Get down, love is like a hurricane
Street boy, no, I never could be tamed
Better believe it",,
1836766350162759713,"@keithboykin In September 2005, Foxx was one of 11 members of Congress to vote against the $51 billion aid package to victims of Hurricane Katrina.",,
1836766227470913724,@Darey286 @metaversejoji @DollarOnSolana DOLLAR's the crypto hurricane https://t.co/cb5NZUbenk,,
1836766133216854057,@XXLrgPopcorn Life is like a hurricane…,,
1836766070713016389,Storm Washes Away Roads in North Carolina - Videos from The Weather Channel https://t.co/nQXbie5Xma,,
1836765858154025103,"@AdamLMahoney What's utterly disgusting is that Brad Pitt is a millionaire who could easily had helped the renovations on his derelict house he sold, instead did a GoFundMe via @globalgreen who likewise wanted self promotion &amp; had zero intrest in helping 110 hurricane Katrina victims .",,
1836765812440576295,"Hurricane Camille washed out the Tye River Bridge.

SOU 6143 Train 18, the Birmingham Special at Front Royal Jct., Front Royal, VA. Southern Train 17 at right clearing Train 18 on September 7, 1969

Roger Puta Collection
Description by Marty Bernard
Public Domain 🇺🇸 https://t.co/A0KSr5jDxo",,
1836765761509240855,"@joeneutrino @GasBuddyGuy @KellyAlspals The price is down because of capitalism. Supply and demand: record production, normal seasonal reduced demand, changing to fall fuel composition reducing costs, etc. So far, no major hurricane impact to gulf area refineries.

I learned this by following @GasBuddyGuy.",,
1836765671625052576,@QTHESTORMM Another freaking hurricane in the gulf!,,
1836765586891633014,"TALKING TROPICS: On Thursday, the National Hurricane Center continued to raise the specter of tropical formation over the western Caribbean and southern Gulf of Mexico for the early to middle part of next week. https://t.co/KAJCZaGrPW",,
1836765473427411222,"Here's Flynn's googly-eyed foot soldier, Kash Patel, talking Crossfire Hurricane &amp; stolen American secrets on June 23, 2022, on a HisGlory podcast. 
https://t.co/HN2BvbYFqy",,
1836765031041552400,@GVanZee This is a big one. Projected to be a major hurricane,,
1836764900078587995,"#HurricaneSeason 2024 ...  Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ...

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #StormShutters #ScreenPoolEnclosures Super High Efficiency Central A/C #BlueRoof

https://t.co/n1QGKnvalG https://t.co/WfsMLK60GU",,
1836764863793950942,kenapa malam ini aku diserang double ama fleabag dan hilda hurricane??? https://t.co/0TwWKYyNMg,,
1836764836312625520,"President Biden really tried using hurricane disaster preparedness to push Covid vaccines. Politifact tried running interference to claim context was ignored but hell naw. These people knew exactly what they were doing, pushing the jab. https://t.co/lKUmmF4Deb",,
1836764798186328505,"Seem, to see. The scientist believes in a hurricane of wordsand not one of

▬ٺون▬
◗222B◖

▬مٕستر▬مٕندوٕب▬
◗NBK◖

▬نمشؾ▬
◗E51◖

▬اىؤا▬
◗AR◖

▬تُيموُ▬
◗TEU85◖",,
1836764682746499582,"With more than two months remaining in the Atlantic hurricane season, @TravelWeeklyUS explains how travel insurance can protect travelers from unexpected disruptions:
https://t.co/dBUVgOb7pp
#travel #travelinsurance #squaremouth",,
1836764602324976085,"for Crossfire Hurricane, the FBI's investigation into Russian interference in the 2016 United States elections. https://t.co/kW3JiMwlBJ",,
1836764495223336962,"Crossfire Hurricane. 

""'Jumpin' Jack Flash' was running through my mind, and one of the lyrics, Mick Jagger kind of swaggering and saying, 'I was born in a crossfire hurricane.' And I thought, 'That's a pretty good name.'""

Stef Halper acted as an FBI informant https://t.co/CqTMhyibwU",,
1836764453741707580,Whenever I hear any equivalent of “A joint effort between the UK and the US” it’s like a hurricane of red flags.,,
1836764429775524209,"🌍 The climate crisis is real, and Hurricane Beryl shows its devastating impact on small island nations. We need @AIIB_Official, @ADB_HQ, @AfDB_Group, @KfW_FZ_int to introduce debt pause clauses to help countries recover without spiraling into debt. #DebtPauseNow #ClimateCrisis",,
1836764301446594813,Watching closely for a potential Major Hurricane forming over the Gulf of Mexico next week!,,
1836764291308953623,"#Hurricane #Rain as of 9/19
#Storm tracker: #NHC tracking #Atlantic disturbances. #Environmental conditions appear only marginally conducive for system to develop further by end of this week, a tropical depression or storm could still re-form in a few days https://t.co/Fi8RBrVaQl",,
1836764243628102057,Really great interview regarding this hurricane season and its weird lulls and some insight into models and forecasting https://t.co/DqHQkeQdXi,,
1836763696959242351,US Hurricane Center Tracking Possible Tropical Storms Brewing in Atlantic https://t.co/iR1ktZ5oll,,
1836763546996331002,"#AL Drought Update‼️

Rainfall from Hurricane Francine varied across the state, bringing upwards of 7 inches of rain to some areas. Parts of NW &amp; SE Alabama even saw an abnormal 2 category drought improvement on the US Drought Monitor. Drought persisted elsewhere. #ALDroughtReach https://t.co/F8KpfnhyZh",,
1836763130128412732,@girlthoughts899 Outside in a hurricane.,,
1836763068321439880,"@AnneMarieFassl1 @MelissaF1711 @Hurricane_Stacy @Littleelvis40 @RockTheseTweets @warsap7797956 @RickTompkins @LesliePLynn @Br33zE74 @BerserkerBill @ItsMeHGB @miracles222 @cubfan_23 @MusicIsLife_74 @TonesDrop @pianoma51 @CateDailyBoom @fredstone_flint Good Morning AnneMarie, Enjoy A Peaceful Thursday https://t.co/x3xpsUhHMv",,
1836763035551093097,"@mynamehear One of the classics was the ridiculous Sharpie  altered hurricane path, as a pathetic attempt to prove he was right.",,
1836763018232824246,The chances of tropical mischief are quickly increasing by late next week in the NW Carribean to SE Gulf of Mexico. Many models develop this system into a hurricane in the Gulf of Mexico. No use showing you where or how intense this far out. I’m sure you’re already seeing those… https://t.co/Hjv87W1IwQ https://t.co/WMhE29YNXI,,
1836763012025180254,"@LauraLoomer @Gutfeldfox @Tim_Walz OMG

You are correct “Trump told a story”.

As a journalist did you verify the “story”.

Remember, this is the Obama birth certificate guy, the fellow who changes the path of a hurricane with a sharpie, cures Covid with bleach, rakes the leaves in the forest, etc. https://t.co/cEF0ckA7ov",,
1836762936930365627,"@JackLinFLL 69 d. and sweet gum leaves are dropping. The hurricane lillies have popped open.

It was 69 on 8/21. I’ve noticed over the last 20 years that there will be one day in August that has a low 5 d. below rest of month. Not sure what it means. https://t.co/9TX1yJ8dJs",,
1836762811764027759,"@GamingDrudge Question: ""Sir, what is FEMA doing to prepared to do if this hurricane makes landfall as a Category V?""

Answer:

https://t.co/C61tGkuug4 https://t.co/f4BAkPaI0F",,
1836762758739640441,"@JazzyJ87283918 Bet his adult children find him a gigantic embarrassment. Then again, he has a history of showing his geographic ignorance, like taking his ever-trusty Sharpie and altering the Gulf Coast to fit his stupid statement about Hurricane Dorian's predicted path to the US. https://t.co/ZnlFlzMwr3",,
1836762717098484129,@MelissaF1711 @Hurricane_Stacy @Littleelvis40 @RockTheseTweets @warsap7797956 @CaptFan75 @RickTompkins @LesliePLynn @AnneMarieFassl1 @Br33zE74 @BerserkerBill @ItsMeHGB @miracles222 @cubfan_23 @MusicIsLife_74 @TonesDrop @pianoma51 @CateDailyBoom @fredstone_flint Morning Melissa ❤️,,
1836762529348911576,"#HurricaneSeason 2024 ...  Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ...

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #StormShutters #ScreenPoolEnclosures Super High Efficiency Central A/C #BlueRoof

https://t.co/n1QGKnvalG https://t.co/xzyy9e44ex",,
1836762515943919688,"King Sargon w/ 3pts in left hand, all fingers in 90° right hand, beholding: Galaxy w/ 3 visible (upward) - 'light, water, hub,' &amp; 3 not visible, Absence of Galaxy (no up), Hurricane, Absence (no up), ocean, (+ half finger dry land + dead dirt),  LAVA... https://t.co/0Nqh9R7PK1 https://t.co/Dg5QE9IGUq",,
1836762511602798986,the fervor of florida hurricane season is mystical-a spectacle of the atmos,,
1836762422323163628,https://t.co/wzbl0Mu4SC https://t.co/AOWyqpVCev,,
1836762322955817173,ARENA EVENT THERE'S A HURRICANE ALMOST EVERYONE'S GONE WTF https://t.co/6zphJhecPK,,
1836762304458736024,"#HurricaneSeason 2024 ...  Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ...

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #StormShutters #ScreenPoolEnclosures Super High Efficiency Central A/C #BlueRoof

https://t.co/n1QGKnvalG https://t.co/od5AmuJPsY",,
1836762177878782170,"#HurricaneSeason 2024 ...  Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ...

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #StormShutters #ScreenPoolEnclosures Super High Efficiency Central A/C #BlueRoof

https://t.co/n1QGKnvalG https://t.co/mqc8yL37kL",,
1836762110472134869,"AI in its digital &amp; physical forms will be profoundly disinflationary. LT R* will be much lower. 

Butterfly now but Class 5 hurricane tomorrow. Exponentials.

Given long and variable lags, Fed should consider preemptive cuts. Are those Austrian bonds still around?

#RemindMe2030 https://t.co/RPbSbE0fou",,
1836762005790695725,"Moreover, the GOP threat to replace 50,000 neutral experts with cranks, cronies, propagandists and ignoramuses should set off alarm bells. Whether it is the path of a hurricane, the safety of medication, the danger from climate change or the toxicity of chemicals, ordinary… https://t.co/8LCOndjdxW",,
1836761773094920350,"It’s Thirsty Thursday…..who is having a Hurricane with me??
https://t.co/jg4pzxWCXf https://t.co/uQyoYWfvtQ",,
1836761664605073514,and the hotel was nice enough to not charge me for the day i missed because of my flight getting cancelled due to the hurricane,,
1836761615141638413,Hightower Booster pulled off another successful Dads &amp; Decals on Hurricane LN. https://t.co/clCfvarW1p,,
1836761562134004072,@derrickdegan This is relatable the same way that a hurricane is wet. Very. Very very even,,
1836761340662202407,"@highbrow_nobrow @Acyn Wild how culty &amp; conditioned the  ""independent journalists"" who stan him are to not even blink or skip a beat when he says the most easily disproved b.s. I'm not talking abt the scary stuff. I mean like this &amp; sharpie-ing in hurricane patterns you want to happen on a weather map",,
1836760977301287350,"9/26/24 6 – 8 p.m.
Florida Southwestern State College
It’s the two-year anniversary of Hurricane Ian. Join https://t.co/2dvB2GKx9X for free food, a gift card raffle, and roundtable discussions about hurricane recovery with residents who experienced the storm, as well as: https://t.co/mkmCAm14fo",,
1836760892278534245,A hurricane that wouldn’t cause much damage to the island would slap rn 😔,,
1836760779518878024,so that in less than half-an-hour  🎚 1509 ✋🤤 it blew a most dreadful hurricane;,,
1836760767363973176,@lil_raven666 @analcouple87 I'd pound that pretty pussy like a screen door in a hurricane,,
1836760457669128349,"@MelissaF1711 @Hurricane_Stacy @Littleelvis40 @RockTheseTweets @warsap7797956 @RickTompkins @LesliePLynn @AnneMarieFassl1 @Br33zE74 @BerserkerBill @ItsMeHGB @miracles222 @cubfan_23 @MusicIsLife_74 @TonesDrop @pianoma51 @CateDailyBoom @fredstone_flint Good Morning Melissa, Have The Most Fantastic Thursday!
💜🌺🫖🌮☘️🥁🎶🎸🌟💖🌟🎸🎶🥁☘️🌮🫖🌺💚",,
1836760381471039846,"Mary Landry, a resident of Donaldsonville, Louisiana, said the nation’s lack of support after Hurricane Francine shows her, “For little places, people like us, it's like, we don't matter.” https://t.co/VUA01bnwuX",,
1836760354128371724,Hightower Booster pulled off another successful Dads &amp; Decals on Hurricane LN. https://t.co/KMG22RgLD4,,
1836760277477409177,"The National Hurricane Center (NHC) is monitoring three areas of potential development in the Atlantic basin, each with varying chances of forming into tropical depressions or storms in the coming days. The first area of interest is the remnants of Gordon,
https://t.co/bCdH36f5qG",,
1836760235660263823,"🏈 Get ready, Tulsa fans! The 2024 Golden Hurricane football schedule is here. Let’s show our support and cheer our team to victory. GO TEAM! 🐾

Check out the online schedule for game changes throughout the season. https://t.co/u5Fdoxqcj6 https://t.co/evHDbaZMiN",,
1836760174368801093,@Retus_ @CapcomFighters @RichDragonSF @misznikova @Roozu91 @Hurricane_FGC @Boltstrike_ @RANDUMBFGC @Geeck_O @Lord__Venom @veggeySF Happy birthday 👊,,
1836760047306588527,@EnviroWelfare Don't give them a dime. They showed their stripes right after hurricane Katrina. Never rescued a single animal!,,
1836759931011158314,"See NHC's Track a Hurricane Today Graphic: Atlantic disturbances include Gordon remnants, and 2 other systems https://t.co/Y7LQ0fyMhv",,
1836759774966239378,"Serious Gulf Hurricane Next Week
https://t.co/Tv6ZMjKFMg https://t.co/MSmqTD9fEC",,
1836759755093627250,"If Earthquakes, hurricane, tsunami do happen in Nigeria, government will share rice everytime and price of things will go up",,
1836759699120623794,"Category 3 Hurricane Jeanne ran through the Treasure Coast on Sept. 25, three weeks after Hurricane Frances, further damaging the Treasure Coast https://t.co/cLs9UftPcE",,
1836759669634637852,"Several neighborhoods in Thibodaux were unable to run their whole house generators during Francine

Click image for more..
 https://t.co/aKkAS0YkQt",,
1836759571185951021,"Government hampered in validating Hurricane Beryl victims for assistance

Visit the website to read more⁠:
https://t.co/fdLuvFi4bL

Photo: JIS
⁠
Follow us:⁠
Facebook: https://t.co/8zl049meaJ⁠
YouTube: OurToday⁠
X: Our_Today_News⁠
Instagram: @our.today⁠

#OTNews https://t.co/C02FqmlB7n",,
1836759534204813434,@sk39_hurricane 先程はTwitchにてありがとうございました✨ぱんださんのX発見したのでこっそりフォローしました🐼イメージカラーオレンジを確認したので今度は配信にお邪魔したいと思います！ありがとうございました🙇‍♀️,,
1836759509345145249,Hurricane Sandy was stirred from envy itself…,,
1836759477317419123,"@Kinthe246 Thank goodness 
Cause as i said yesterday the fight for these rights in today's society is an up hill battle in a hurricane",,
1836759450000003546,"@rams1130 @RepMattGaetz Its just an Obama Hurricane attack totally coordinated by Obama leftovers,finishing what He started",,
1836759385000788235,"#HurricaneSeason 2024 ...  Are You READY!

GET #Hurricane &amp; #Tornado Ready NOW #Florida ...

Call 800 679 0369 #BBB &gt; New #Roofs Hurricane Impact #Windows #Doors #StormShutters #ScreenPoolEnclosures Super High Efficiency Central A/C #BlueRoof

https://t.co/n1QGKnvalG https://t.co/OdU6DJKMd8",,
1836759364536824137,So I’m seeing stuff about this next potential hurricane could be a significant one?? Like Cat3-4??,,
1836759267342188722,https://t.co/ddbHZosXVj,,
1836759113398698231,"That's just fucking great! So #Trump is going to the city where he's inspired so much hatred for a minority that it's put people lives in danger. What's he going to do, throw paper towels at them like he did when Puerto Rico was recovering from hurricane devastation. What a… https://t.co/ZUxZAmFPYy",,
1836759075541156312,"Small island states like Barbados, Grenada, and St. Vincent face unprecedented climate threats. Hurricane Beryl is proof. Debt pause clauses can help countries recover and rebuild. @AIIB_Official, @ADB_HQ, @AfDB_Group, @KfW_FZ_int it's time to act! #DebtPauseNow #ClimateJustice",,
1836758982976852142,"@ZackFradellaWx Thank you. As an American refugee from the Northeast, I’m freaking out about what may be my second hurricane in less than two weeks!",,
1836758951133675870,"This is another reason why black and brown need reparations: 

https://t.co/DdBjGlHBQQ",,
1836758753955168708,"Wild live TV moment perfectly illustrates why you should never drive through floodwater 
https://t.co/MZGqRr8Dse",,
1836758664566202534,"2019: Hurricane Dorian, a Category 5 hurricane, devastated the Bahamas, causing widespread destruction and loss of life. #TodayInHistory https://t.co/RlNTyqADK2",,
1836758489055494326,@mtkblb @ShrimpAlliance Absolute joke that they would put these things in the path of a hurricane.  Look at what happened from typhoon in china!,,
1836758195034792236,"@HurricaneAddict I've seen a bunch of the model runs showing a huge, broad hurricane over the last few days.
With that gradient, despite being 953mb, probably wouldn't be over cat 2.
Big impact field though.",,
1836757961105870957,@PeechSlixxYT @lvls1303 I have this sinking feeling  she didn’t hide her channel well enough and these weirdos will find her soon enough. They will find a fart in a hurricane.,,
1836757838930100621,"@AdamParkhomenko Hillary might be coming for you for posting lies, once the hurricane winds start blowing against her.  After all she did ask President Trump to pardon her. 😬",,
1836757225387299142,"“It’s a crying shame. My heart breaks for this community.” During her interview with NABJ, Vice Pres. Harris got real about the racist conspiracy theories about Haitian migrants. She also discussed the economy and the value of joy. Read our story here: https://t.co/ZA2LPzVLTd",,
1836757017756684639,@Carolilgirl Yesterday was a hurricane🌊⛈️ with possibilities of tornadoes🌪. Catergory..7? Today looks like the storm blew it self out. Wish someone had let me known things were getting blown... I would have gotten up earlier! 😈❤️‍🔥🍆💦💦💦,,
1836756934134993256,"@MelissaF1711 @Hurricane_Stacy @Littleelvis40 @RockTheseTweets @warsap7797956 @RickTompkins @LesliePLynn @AnneMarieFassl1 @Br33zE74 @BerserkerBill @ItsMeHGB @miracles222 @cubfan_23 @MusicIsLife_74 @TonesDrop @pianoma51 @CateDailyBoom @fredstone_flint Good MORNNG On THIS, National WOMAN ROAD WARRIOR Day/ National PAWPAW Day/ National BUTTERSCOTCH PUDDING Day/ TALK LIKE A PIRATE Day/ National Cat DNA Day/ National MEOW LIKE A PIRATE Day/ AORTIC DISSECTION Awareness Day/ Day Of The GLORIES Of The ARMY/ RECYCLE NOW Week https://t.co/4LPw1mM04w",,
1836756526293201235,@PC_WeatherBoy That's not a cat 1 hurricane,,
1836756410706559108,@SuicidalHooper hurricane 💔,,
1836756375415717903,"@Sahilyadav66077 @__hurricane__0 @stairwayto3dom LMAOOO

Ain't no way u want to enter that field u pdfile 🤮🤮 https://t.co/0g1uaWKLFf",,
1836756320071934304,"@web3smb Fading $POX is like forgetting your umbrella in a hurricane. Good luck! ...because $POX isn't just going to billions, it's going to redefine what 'rich' means. @monkeypoxsol #POXRich",,
1836756126769238303,"@BoomerYessir After scrolling thru twitter for an hour this am it would appear that the great ship USS America is listing slightly west as it idles on a garbage-filled sea, while an angry C5 hurricane heads towards it from the East &amp; numerous tornados may be forming in the midwest &amp; South...😵‍💫",,
1836756018942099774,U.S. States most threatened by hurricane storm surge https://t.co/SVagCjecHk,,
1836756015007555817,"@BrokerWx I’ve been saying this since before this season. Whether hyperactive or underperforming, all it takes is one hurricane to define this whole season and make a major impact. This is nothing new and can be applied in the past seasons.",,
1836755926616830315,"🗣️life is like a hurricane 

Here in duckburg….",,
1836755556763087046,@kristoncapps @AOC @TinaSmithMN The multi-millionaire AOC who wouldn't even help her grandmother with a $5000 roof after a hurricane.,,
1836755338189586861,@TonyClimate @KingMakerFT @NOAA How about that! And nary a peep from media who blew their tops over a sharpie altered Hurricane map.,,
1836755250641850871,"Arial, The Little Mermaid (calm doon)
https://t.co/zZycuZkV16
Trying to cover up a cable landing (data bridge) after Hurricane Dorian ripped him a new one!!!
https://t.co/mKCtIusmsJ
RIP Mr McAfee https://t.co/DRSIaYEEQx",,
1836755208258441601,"We just uploaded RDC#10 TOP 8 FT @EndingWalker @Bigbird_fgc @RANDUMBFGC @PopiSWE @Hurricane_FGC @FGC_Solomon @Hamood_fgc @turkiiabc 

👇 https://t.co/yX8LdYTXW5",,
1836755089622552696,"We just uploaded RDC#10 TOP 8 FT @EndingWalker @Bigbird_fgc @RANDUMBFGC @PopiSWE @Hurricane_FGC @FGC_Solomon @Hamood_fgc @turkiiabc 

👉 https://t.co/yX8LdYTXW5",,
1836755006017384609,"@FoxNews Remember when he threw paper towels to the hurricane victims, because he was too lazy to hand them to them",,
1836754693181104556,@Carolilgirl Ah sweet hurricane 😘😜🥰,,
1836754660541010174,"Atlantic #hurricane season has officially begun and will run through November, with the peak season occurring from mid-August to late October. ESF offers consumers important advice about how to take precautions during and after severe storms: https://t.co/jyXGoCqlNo",,
1836754274379800727,@_ClimateCraze @northseaweather Makes a lot of sense. You need showers and thunderstorms to produce tropical cyclones. Anything that suppresses shower and thunderstorm development will suppress hurricane development.,,
1836753746967052793,"@BoiJuanda Did you know that when a hurricane hits the coast, liquor stores are considered essential businesses, and are not allowed to close early for the storm?",,
1836753677165715561,"Drought Monitor per @NOAADrought: Remnants of Hurricane #Francine failed to deliver widespread rainfall across the Commonwealth last week. As a result, #drought degradation is now showing up for many. 
We now have D3 (Extreme Drought) conditions near Ashland in the east. (1/2) https://t.co/lgyVNygjHr",,
1836753509993025684,"RDC#10 TOP-8 FT BIGBIRD, ENDINGWALKER, RANDUMB, POPI, HURRICANE, HAMOOD
https://t.co/GuzXyrbb7y",,
1836753486794428688,"@CorneliusBomba @SheriffChitwood @VolusiaSheriff Chitwood during the last hurricane ""if you see a looter at your neighbors house just shoot them""

is that the Democrat position on how to deal with looters?",,
1836753452908818520,"#BradPittIsAnAbuser #BradPitt Brad Pitt

..Because most of the Make it Right homeowners are lower-income and are paying mortgages, there is little reprieve. They can’t afford to fix their homes, nor leave them and relocate.
https://t.co/NrFh4MQ49p",,
1836753275728617681,@tcgoldrush Oh yeah. I might finally get to see a hurricane! Bucket list and I’m in the perfect spot in Louisiana….,,
1836753127447343393,"As hurricane season hits, it’s essential to acknowledge the significant risks posed by floods and hurricanes, especially for tower workers. Check out our blog for OSHA’s resources to help tower workers navigate these critical situations safely. https://t.co/NHL8qRZiXS #telecom https://t.co/hm2MZ6rtto",,
1836752921796694482,"#BradPittIsAnAbuser #BradPitt Brad Pitt

..the lots made empty by the Make It Right homes that were demolished because they were inhabitable.
From this perspective, it seems their attempt to rebuild the neighborhood has stifled it.
https://t.co/NrFh4MQ49p",,
1836752854503313438,"Residents can apply if they have uninsured or underinsured necessary expenses and serious needs.
https://t.co/6TW5AgwCM6 https://t.co/WskDtFYtGh",,
1836752853919998336,"In THE HURRICANE BOOK, Claudia Acevedo-Quiñones writes ""the story of her family and Puerto Rico using a captivating combination of historical facts, poems, maps, overheard conversations, and flash essays.”

From @RoseMetalPress for #HispanicHeritageMonth: https://t.co/OAwJIETmDp",,
1836752769153441834,"#BradPittIsAnAbuser #BradPitt Brad Pitt

Pitt’s organization has also contributed to community blight. They still own over two dozen empty lots littered with trash and razed trees throughout the neighborhood. 
https://t.co/NrFh4MQ49p",,
1836752732469764259,"The National Hurricane Center said Thursday morning it is tracking three tropical disturbances in the Atlantic Ocean.
https://t.co/1ynHqrwNGQ",,
1836752725385609590,Forecasters watch 2 potential tropical systems. 1 could get into Gulf of Mexico. https://t.co/DItwl9g9PA,,
1836752610038042898,"Crossfire Hurricane 2.0…
When you can’t dump a World Wide Pandemic on the World just go back to the Original Playbook! https://t.co/RWzOaDrVA6",,
1836752558997512504,"@TheFlatEartherr Your ideas are great till you get to air masse flow. FE does not account for this. It only works on a globe/rounded surface.
This is why you will never see a hurricane/typhoon cross the equator.",,
1836752536532906475,The next name will be Helene and it could form next week https://t.co/BRVH0cBDmB,,
1836752480392085891,Hurricane forecasters track disturbance moving toward Gulf of Mexico and new Atlantic system https://t.co/eGzWABt21b,,
1836752458476826879,just got told there’s a 2nd hurricane going to hit where i live by the end of the month.. https://t.co/t0HHMXiAEA,,
1836752452974252325,"“Russia is bad and the Orange man is in league with them, as usual!” The DOJ needs to be cleaned out with a hurricane approach! https://t.co/DwoQHY2DTs",,
1836752440626180318,"#BradPittIsAnAbuser #BradPitt Brad Pitt

Green’s family believes the toxicity issues contributed to her death. At the time of her death, she was trying to get the foundation to build her a new home.
https://t.co/NrFh4MQ49p",,
1836752429708120556,"@sekrah @tropicalupdate Again, Icon doesn't go out that far. This is just another hurricane Ian repeat",,
